venue_name,venue_classification,use_at_games,current_status,games_year,host_city,reasoning,host_country,award_year,precision,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_year_used,city_pop_year_gap,page_title,types,wikidata_id,wikidata_name,coords,capacity_wd,opened_year,opened_year_source,venue_age,years_since_event,years_since_construction,venue_lon,venue_lat,city_lon,city_lat,distance_mi
Gangneung Ice Arena,New build,Figure skating,In use,2018,PyeongChang,NA,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA,Gangneung Ice Arena,indoor ice rink,http://www.wikidata.org/entity/Q5624072,Gangneung Ice Arena,Point(128.896953 37.7785056),12000,2016,P1619,2,8,10,128.896953,37.7785056,NA,NA,NA
Gangneung Hockey Centre,New build,Ice hockey,In use,2018,PyeongChang,NA,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA,Gangneung Hockey Centre,sports venue,http://www.wikidata.org/entity/Q7885767,Gangneung Hockey Centre,Point(128.901 37.7749),NA,2016,P1619,2,8,10,128.901,37.7749,NA,NA,NA
Kwandong Hockey Centre,New build,Ice hockey,In use,2018,PyeongChang,NA,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA,2018 Winter Olympics,Winter Olympic Games edition,http://www.wikidata.org/entity/Q9680,2018 Winter Olympics,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
Gangneung Olympic Village,New build,Athlete accommodation,In use,2018,PyeongChang,NA,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA,2018 Winter Olympics,Winter Olympic Games edition,http://www.wikidata.org/entity/Q9680,2018 Winter Olympics,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
National Stadium,Existing,"Athletics, equestrian
(jumping), football,
Opening and Closing
Ceremonies",In use (rebuilt),1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Japan National Stadium,Olympic stadium; multi-purpose sports venue; national stadium,http://www.wikidata.org/entity/Q14862239,Japan National Stadium,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Baji Koen Equestrian Park,Existing,Equestrian (dressage),In use (rebuilt),1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Tokyo Equestrian Park,urban park; equestrian facility,http://www.wikidata.org/entity/Q11667807,Equestrian Park,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Tokyo Metropolitan Gymnasium,Existing,Artistic gymnastics,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Tokyo Metropolitan Gymnasium,sports venue,http://www.wikidata.org/entity/Q1066903,Tokyo Metropolitan Gymnasium,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Toda Rowing Course,Existing,Rowing,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Toda Rowing Course,rowing and canoeing venue,http://www.wikidata.org/entity/Q7812115,Toda Rowing Course,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Tokyo Metropolitan Indoor Swimming Pool,Existing,Water polo,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Tokyo Metropolitan Gymnasium,sports venue,http://www.wikidata.org/entity/Q1066903,Tokyo Metropolitan Gymnasium,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Korakuen Ice Palace,Existing,Boxing,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Boxing at the 1958 Asian Games – Men's 81 kg,sporting event,http://www.wikidata.org/entity/Q125292506,Boxing at the 1958 Asian Games – Men's 81 kg,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Prince Chichibu Memorial Football Field,Existing,Football,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Chichibunomiya Rugby Stadium,stadium; rugby union venue,http://www.wikidata.org/entity/Q631237,Chichibunomiya Rugby Stadium,Point(139.718169 35.672603),24871,1947,P1619,17,62,79,139.718169,35.672603,139.655776246888,35.6661787766663,3.53415247796557
Waseda Memorial Hall,Existing,"Fencing, modern
pentathlon (fencing)",In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Waseda University,higher education institution; private university; academic publisher,http://www.wikidata.org/entity/Q274486,Waseda University,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Yokohama Cultural Gymnasium,Existing,Volleyball,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Kanagawa Prefecture,prefecture of Japan,http://www.wikidata.org/entity/Q127513,Kanagawa Prefecture,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Flaminio Stadium,New build,Football,Not in use (reconstruction),1960,Rome,urban redevelopment - not a failure,Italy,1955,exact,ITA,NA,NA,1938.676,1975,20,Stadio Flaminio,association football venue; rugby union venue,http://www.wikidata.org/entity/Q1348100,Stadio Flaminio,NA,NA,NA,NA,NA,66,NA,NA,NA,12.5140259735732,41.8887035629011,NA
Komazawa First Hockey Fields,New build,Hockey,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Komazawa Hockey Field,sports venue,http://www.wikidata.org/entity/Q6428226,Komazawa Hockey Field,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Komazawa Second Hockey Fields,New build,Hockey,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Komazawa Hockey Field,sports venue,http://www.wikidata.org/entity/Q6428226,Komazawa Hockey Field,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Komazawa Third Hockey Fields,New build,Hockey,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Komazawa Hockey Field,sports venue,http://www.wikidata.org/entity/Q6428226,Komazawa Hockey Field,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Asaka Shooting Range,New build,"Shooting, modern
pentathlon (shooting)",In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Camp Asaka,garrison,http://www.wikidata.org/entity/Q4803412,Camp Asaka,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Enoshima Yacht Harbour,New build,Sailing,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Sailing at the 2020 Summer Olympics – Laser,Olympic sporting event,http://www.wikidata.org/entity/Q65229879,sailing at the 2020 Summer Olympics – Laser,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Komazawa Gymnasium,New build,Wrestling,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Komazawa Gymnasium,gym,http://www.wikidata.org/entity/Q6428225,Komazawa Gymnasium,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Komazawa Stadium,New build,Football,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Komazawa Olympic Park Stadium,Q121072018,http://www.wikidata.org/entity/Q4229116,Komazawa Olympic Park Stadium,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Komazawa Volleyball,New build,Volleyball,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Komazawa Volleyball Courts,arena,http://www.wikidata.org/entity/Q6428229,Komazawa Volleyball Courts,Point(139.662867 35.623043),NA,NA,NA,NA,62,NA,139.662867,35.623043,139.655776246888,35.6661787766663,3.010244871361574
Mitsuzawa Football Field,New build,Football,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,NHK Spring Mitsuzawa Football Stadium,association football venue; rugby union venue,http://www.wikidata.org/entity/Q1749770,Nippatsu Mitsuzawa Stadium,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
National Gymnasium Annex,New build,Basketball,In use (repurposed),1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Yoyogi National Stadium,multi-purpose hall; music venue; indoor arena,http://www.wikidata.org/entity/Q1069457,Yoyogi National Gymnasium,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Nippon Budokan Hall,New build,Judo,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Nippon Budokan,arena; multi-purpose hall; budōkan,http://www.wikidata.org/entity/Q386246,Nippon Budōkan,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Omiya Football Field,New build,Football,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,NACK5 Stadium Omiya,association football venue,http://www.wikidata.org/entity/Q1189715,NACK5 Stadium Omiya,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Shibuya Public Hall,New build,Weightlifting,In use (rebuilt),1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Shibuya Public Hall,music venue,http://www.wikidata.org/entity/Q1634356,Shibuya Public Hall,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
National Gymnasium,New build,"Swimming, diving, water
polo, modern pentathlon
(swimming)",In use (repurposed),1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Tokyo Metropolitan Gymnasium,sports venue,http://www.wikidata.org/entity/Q1066903,Tokyo Metropolitan Gymnasium,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Small Sports Palace,New build,"Basketball, weightlifting",Not in use (reconstruction),1960,Rome,urban redevelopment - not a failure,Italy,1955,exact,ITA,NA,NA,1938.676,1975,20,Rome,metropolis; comune of Italy; border city; college town; tourist destination; big city; abolished municipality in Italy; largest city; national capital,http://www.wikidata.org/entity/Q220,Rome,NA,NA,NA,NA,NA,66,NA,NA,NA,12.5140259735732,41.8887035629011,NA
Hachioji Cycling Road Race Course,Temporary,Cycling (road),Dismantled (temporary),1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Cycling at the 1964 Summer Olympics – Men's individual road race,Olympic sporting event; cycling at the Summer Olympics – men's individual road race,http://www.wikidata.org/entity/Q5198354,cycling at the 1964 Summer Olympics – men's individual road race,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Hachioji Velodrome,Temporary,Cycling (track),Dismantled (temporary),1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Hachioji Velodrome,velodrome,http://www.wikidata.org/entity/Q5637081,Hachioji Velodrome,Point(139.288745 35.649354),NA,1964,P571,0,62,62,139.288745,35.649354,139.655776246888,35.6661787766663,20.66078498356861
Asaka Nezu Park,Temporary,"Modern pentathlon
(equestrian)",Dismantled (temporary),1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Tokyo,prefecture of Japan; megacity; metropolis; global city; capital of Japan; financial center; tourist destination; big city; largest city; metropolitan prefecture,http://www.wikidata.org/entity/Q1490,Tokyo,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Tokyo University Kemigawa Playing Grounds,Temporary,"Modern pentathlon
(running)",Dismantled (temporary),1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Lake Sagami,New build,Canoe sprint,In use,1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,Lake Sagami,reservoir,http://www.wikidata.org/entity/Q720883,Lake Sagami,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
"Karuizawa Equestrian Venue, Nagano",Temporary,Equestrian (eventing),Dismantled (temporary),1964,Tokyo,NA,Japan,1959,exact,JPN,NA,NA,24281.618,1975,16,"Karuizawa, Nagano",town of Japan,http://www.wikidata.org/entity/Q1012064,Karuizawa,NA,NA,NA,NA,NA,62,NA,NA,NA,139.655776246888,35.6661787766663,NA
Seefeld,Existing,"Biathlon, cross-country
skiing, Nordic
combined",In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,1975,16,Innsbruck,city; statutory city of Austria; municipality of Austria; district of Austria; big city; place with town rights and privileges,http://www.wikidata.org/entity/Q1735,Innsbruck,NA,NA,NA,NA,NA,62,NA,NA,NA,11.4045829127392,47.2679876615107,NA
Toni Seelos Schanze (Olympiaschanze),Existing,Nordic combined,In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,1975,16,List of ski jumping hills,Wikimedia list article,http://www.wikidata.org/entity/Q128778915,list of ski jumping hills,NA,NA,NA,NA,NA,62,NA,NA,NA,11.4045829127392,47.2679876615107,NA
Youth Arena,New build,"Basketball, modern
pentathlon (fencing)",In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Youth Arena,arena,http://www.wikidata.org/entity/Q2893454,Deodoro Arena,Point(-43.404064 -22.859468),5000,2016,P1619,0,10,10,-43.404064,-22.859468,-43.3666524274637,-22.8458452131082,2.56409222722923
Rio Olympic BMX Centre,New build,Cycling BMX,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,2016 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8613,2016 Summer Olympics,NA,NA,NA,NA,NA,10,NA,NA,NA,-43.3666524274637,-22.8458452131082,NA
Rio Olympic Village,New build,Athlete accommodation,In use (repurposed),2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,"Maracanã, Rio de Janeiro",neighbourhood in Rio de Janeiro,http://www.wikidata.org/entity/Q2712903,Maracanã District,NA,NA,NA,NA,NA,10,NA,NA,NA,-43.3666524274637,-22.8458452131082,NA
Future Arena,Temporary,Handball,Dismantled (temporary),2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,United States men's national goalball team,national sports team,http://www.wikidata.org/entity/Q16969297,United States men's national goalball team,NA,NA,NA,NA,NA,10,NA,NA,NA,-43.3666524274637,-22.8458452131082,NA
Mountain Bike Centre,Temporary,Mountain bike,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Mountain Bike Centre,stadium; event venue,http://www.wikidata.org/entity/Q7089100,Olympic Mountain Bike Park,Point(-43.4125 -22.85833333),NA,NA,NA,NA,10,NA,-43.4125,-22.85833333,-43.3666524274637,-22.8458452131082,3.047394144690072
Panthessaliko Stadium,New build,Football,In use,2004,Athens,NA,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0,Olympic Stadium (Athens),Olympic stadium,http://www.wikidata.org/entity/Q189663,Olympic Stadium in Athens,NA,NA,NA,NA,NA,22,NA,NA,NA,23.7294821422573,37.9900827844442,NA
Pankritio Stadium,New build,Football,In use,2004,Athens,NA,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0,Football at the 2004 Summer Olympics – Men's tournament,Olympic sporting event,http://www.wikidata.org/entity/Q565645,football at the 2004 Summer Olympics – men's tournament,NA,NA,NA,NA,NA,22,NA,NA,NA,23.7294821422573,37.9900827844442,NA
Pinerolo Palaghiaccio,Existing,Curling,In use,2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,Ice hockey at the 2025 Winter World University Games,sport competition at a multi-sport event,http://www.wikidata.org/entity/Q131418934,Ice hockey at the 2025 Winter World University Games,NA,NA,NA,NA,NA,20,NA,NA,NA,7.64722894308938,45.0661095934941,NA
Pragelato Plan,Existing,"Cross-country skiing and
Nordic combined",In use,2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,2006 Winter Olympics,Winter Olympic Games edition,http://www.wikidata.org/entity/Q9672,2006 Winter Olympics,NA,NA,NA,NA,NA,20,NA,NA,NA,7.64722894308938,45.0661095934941,NA
San Sicario Fraiteve,Existing,Alpine skiing,In use,2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,Cesana San Sicario,stadium; sports park,http://www.wikidata.org/entity/Q1992061,Cesana San Sicario,NA,NA,NA,NA,NA,20,NA,NA,NA,7.64722894308938,45.0661095934941,NA
Sestriere Borgata and Sestriere Colle,Existing,Alpine skiing,In use,2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,2006 Winter Olympics,Winter Olympic Games edition,http://www.wikidata.org/entity/Q9672,2006 Winter Olympics,NA,NA,NA,NA,NA,20,NA,NA,NA,7.64722894308938,45.0661095934941,NA
Bardonecchia,New build,Snowboard,In use,2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,Bardonecchia railway station,railway station; border train station,http://www.wikidata.org/entity/Q2579603,Bardonecchia railway station,NA,NA,NA,NA,NA,20,NA,NA,NA,7.64722894308938,45.0661095934941,NA
Cesana San Sicario,New build,Biathlon,In use,2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,Cesana San Sicario,stadium; sports park,http://www.wikidata.org/entity/Q1992061,Cesana San Sicario,NA,NA,NA,NA,NA,20,NA,NA,NA,7.64722894308938,45.0661095934941,NA
Trampolino Olimpico Pragelato,New build,"Ski jumping and Nordic
combined",Dismantled (temporary),2006,Torino,NA,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0,Stadio del Trampolino,ski jumping complex,http://www.wikidata.org/entity/Q430461,Stadio del Trampolino,NA,NA,NA,NA,NA,20,NA,NA,NA,7.64722894308938,45.0661095934941,NA
Indoor Stadium,New build,"Basketball, boxing",Not in use (demolished),1980,Moscow,replaced by successor stadium - not a failure,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA,Olympic Stadium (Moscow),stadium; sports complex,http://www.wikidata.org/entity/Q32960,Olympiysky Sports Complex,Point(37.626425 55.781044444),25000,1980,P1619,0,46,46,37.626425,55.781044444,NA,NA,NA
Kanthaugen Freestyle Arena,New build,Freestyle skiing,In use,1994,Lillehammer,NA,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA,Kanthaugen Freestyle Arena,stadium,http://www.wikidata.org/entity/Q6365428,Kanthaugen Freestyle Arena,Point(10.49 61.124),15000,1992,P1619,2,32,34,10.49,61.124,NA,NA,NA
Lillehammer Olympic Village,New build,Athlete accommodation,In use,1994,Lillehammer,NA,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA,Lillehammer affair,attempted murder; murder; state terrorism; covert operation; fusillade,http://www.wikidata.org/entity/Q1538940,Lillehammer affair,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA
Clark Atlanta University Stadium,Existing,Hockey,In use,1996,Atlanta,NA,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5,Clark Atlanta University,private university; historically black college or university; private not-for-profit educational institution,http://www.wikidata.org/entity/Q4572296,Clark Atlanta University,NA,NA,NA,NA,NA,30,NA,NA,NA,-84.3638559949554,33.7897001713732,NA
Alexander Memorial Coliseum,Existing,Boxing,In use,1996,Atlanta,NA,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5,Memorial Coliseum,Wikimedia disambiguation page,http://www.wikidata.org/entity/Q3305508,Memorial Coliseum,NA,NA,NA,NA,NA,30,NA,NA,NA,-84.3638559949554,33.7897001713732,NA
Georgia State University Gymnasium,Existing,Badminton,In use,1996,Atlanta,NA,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5,Georgia State University,set; public educational institution of the United States; open-access publisher; public research university,http://www.wikidata.org/entity/Q1509333,Georgia State University,NA,NA,NA,NA,NA,30,NA,NA,NA,-84.3638559949554,33.7897001713732,NA
"Georgia World Congress Center (Halls D, E, F, G, H)",Existing,"Table tennis, weightlifting,
fencing, handball, wrestling, judo, modern
pentathlon (fencing)",In use,1996,Atlanta,NA,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5,Georgia World Congress Center,convention center,http://www.wikidata.org/entity/Q3103783,Georgia World Congress Center,NA,NA,NA,NA,NA,30,NA,NA,NA,-84.3638559949554,33.7897001713732,NA
Young Pioneers Stadium,Existing,Hockey,Not in use (demolished),1980,Moscow,urban redevelopment - not a failure,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA,Young Pioneers Stadium,stadium; sports complex; destroyed building or structure,http://www.wikidata.org/entity/Q8058369,Young Pioneers Stadium,Point(37.5623 55.7845),NA,NA,NA,NA,46,NA,37.5623,55.7845,NA,NA,NA
Omni Coliseum,Existing,Volleyball,In use (rebuilt),1996,Atlanta,NA,United States,1990,exact,USA,23888.6000088133,NA,56.211,1995,5,Omni Coliseum,arena; multi-purpose hall; destroyed building or structure,http://www.wikidata.org/entity/Q1970067,Omni Coliseum,NA,NA,NA,NA,NA,30,NA,NA,NA,-84.3638559949554,33.7897001713732,NA
Swimming Pool (OlimpiyskiySports Complex),New build,"Swimming, diving, water
polo, modern pentathlon
(swimming)",Not in use (demolished),1980,Moscow,replaced by successor stadium - not a failure,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA,Swimming Pool at the Olimpiysky Sports Complex,swimming center,http://www.wikidata.org/entity/Q7656228,Swimming Pool at the Olimpiysky Sports Complex,Point(37.6264 55.7811),NA,NA,NA,NA,46,NA,37.6264,55.7811,NA,NA,NA
Parnitha Olympic Mountain Bike Venue,Temporary,Mountain bike,Dismantled (temporary),2004,Athens,NA,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0,Parnitha Olympic Mountain Bike Venue,championship,http://www.wikidata.org/entity/Q991969,Parnitha Olympic Mountain Bike Venue,NA,NA,NA,NA,NA,22,NA,NA,NA,23.7294821422573,37.9900827844442,NA
Ancient Stadium,Existing,Athletics,In use,2004,Athens,NA,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0,Panathenaic Stadium,Olympic stadium; multi-purpose sports venue; pitch; all-seater stadium; monument; Ancient Greek stadium,http://www.wikidata.org/entity/Q208811,Panathenaic Stadium,NA,NA,NA,NA,NA,22,NA,NA,NA,23.7294821422573,37.9900827844442,NA
Pampeloponnisiako Stadium,Existing,Football,In use,2004,Athens,NA,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0,Olympic Stadium (Athens),Olympic stadium,http://www.wikidata.org/entity/Q189663,Olympic Stadium in Athens,NA,NA,NA,NA,NA,22,NA,NA,NA,23.7294821422573,37.9900827844442,NA
Kaftantzoglio Stadium,Existing,Football,In use,2004,Athens,NA,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0,Panionios F.C.,association football club,http://www.wikidata.org/entity/Q460494,Panionios F.C.,NA,NA,NA,NA,NA,22,NA,NA,NA,23.7294821422573,37.9900827844442,NA
Rio Olympic Aquatics Stadium,Temporary,"Swimming, water polo",Dismantled (temporary),2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Barra Olympic Park,Olympic Park,http://www.wikidata.org/entity/Q10345278,Barra Olympic Park,NA,NA,NA,NA,NA,10,NA,NA,NA,-43.3666524274637,-22.8458452131082,NA
Beach Volleyball Arena,Temporary,Beach volleyball,Dismantled (temporary),2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Copacabana Stadium,stadium,http://www.wikidata.org/entity/Q5168265,Copacabana Stadium,Point(-43.1724072 -22.965585),NA,NA,NA,NA,10,NA,-43.1724072,-22.965585,-43.3666524274637,-22.8458452131082,14.892309421808308
Deodoro Stadium,Temporary,"Rugby, modern pentathlon
(running, shooting,
equestrian)",Dismantled (temporary),2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Deodoro Stadium,stadium,http://www.wikidata.org/entity/Q23688674,Deodoro Stadium,Point(-43.406619 -22.860911),15000,2016,P1619,0,10,10,-43.406619,-22.860911,-43.3666524274637,-22.8458452131082,2.752421786471859
Fort Copacabana,Temporary,"Cycling (road), triathlon,
marathon swimming",Dismantled (temporary),2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,"Copacabana, Rio de Janeiro",beach; neighbourhood in Rio de Janeiro,http://www.wikidata.org/entity/Q202730,Copacabana,NA,NA,NA,NA,NA,10,NA,NA,NA,-43.3666524274637,-22.8458452131082,NA
Pontal,Temporary,"Cycling (road), race walk",Dismantled (temporary),2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Pontal (Rio de Janeiro),beach,http://www.wikidata.org/entity/Q10353082,Pontal,NA,NA,NA,NA,NA,10,NA,NA,NA,-43.3666524274637,-22.8458452131082,NA
Mané Garrincha Stadium,Existing,Football,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Estádio Nacional Mané Garrincha,stadium,http://www.wikidata.org/entity/Q336088,Estádio Nacional de Brasília,Point(-47.899164 -15.7835),69910,1974,P1619,42,10,52,-47.899164,-15.7835,-43.3666524274637,-22.8458452131082,570.985310704438
Mineirão,Existing,Football,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,Mineirão,stadium; historic site,http://www.wikidata.org/entity/Q910370,Mineirão,Point(-43.970833 -19.865833),66658,1965,P1619,51,10,61,-43.970833,-19.865833,-43.3666524274637,-22.8458452131082,209.77144553058997
Amazônia Arena,New build,Football,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0,2016 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8613,2016 Summer Olympics,NA,NA,NA,NA,NA,10,NA,NA,NA,-43.3666524274637,-22.8458452131082,NA
Patscherkofel,New build,Alpine skiing,In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,1975,16,Innsbruck,city; statutory city of Austria; municipality of Austria; district of Austria; big city; place with town rights and privileges,http://www.wikidata.org/entity/Q1735,Innsbruck,NA,NA,NA,NA,NA,62,NA,NA,NA,11.4045829127392,47.2679876615107,NA
Axamer Lizum,New build,Alpine skiing,In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,1975,16,Axamer Lizum,ski resort; Ortschaft,http://www.wikidata.org/entity/Q364061,Axamer Lizum,NA,NA,NA,NA,NA,62,NA,NA,NA,11.4045829127392,47.2679876615107,NA
Bobbahn und Rodelbahn Igls,New build,"Bobsleigh, luge",In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,1975,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,11.4045829127392,47.2679876615107,NA
Bergisel Ski Jump (Bergiselschanze),Existing,"Ski jumping, Opening
Ceremony",In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,1975,16,Bergisel Ski Jump,ski jumping hill,http://www.wikidata.org/entity/Q672833,Bergiselschanze,NA,NA,NA,NA,NA,62,NA,NA,NA,11.4045829127392,47.2679876615107,NA
